"x","nax","nmx","nqx","lx","ndx","nLx","Tx","ex"
0,0.0805292792792793,0.00619369369369369,0.00615862084066826,1,0.00615862084066826,0.994337328456985,80.9513915067553,80.9513915067553
1,0.5,0.000575373993095512,0.000575208513085994,0.993841379159332,0.000571666021949572,0.993555546148357,79.9570541782983,80.4525308112369
2,0.5,0.000196656833824975,0.000196637498771016,0.993269713137382,0.000195314071996339,0.993172056101384,78.96349863215,79.4985466563081
3,0.5,0.000326541274882445,0.000326487968983632,0.993074399065386,0.000324226843600499,0.992912285643585,77.9703265760486,78.5140837881119
4,0.5,0.000127347978414518,0.000127339870176998,0.992750172221785,0.000126416678048915,0.992686963882761,76.977414290405,77.5395627664599
5,0.5,0.000125195618215962,0.000125187781735099,0.992623755543736,0.000124264366054083,0.992561623360709,75.9847273265222,76.5493742237708
6,0.5,6.37348629063098e-05,6.37328319046577e-05,0.992499491177682,6.32548032366855e-05,0.992467863776064,74.9921657031615,75.5588958682257
7,0.5,6.31313130681818e-05,6.31293203497384e-05,0.992436236374446,6.26518250927711e-05,0.992404910461899,73.9996978393855,74.5636798891182
8,0.5,0.00018896447467876,0.000188946622579121,0.992373584549353,0.000187505637137336,0.992279831730784,73.0072929289236,73.5683557740777
9,0.5,0.000134030290912746,0.000134021309455199,0.992186078912216,0.000132974077519034,0.992119591873456,72.0150130971928,72.5821644022123
10,0.5,0.000196540880503145,0.000196521568242115,0.992053104834697,0.000194959831941573,0.991955624918726,71.0228935053193,71.5918262431664
11,0.5,0.000132459103318101,0.000132450331192049,0.991858145002755,0.000131371939801146,0.991792459032855,70.0309378804006,70.6058000665066
12,0.5,0,0,0.991726773062954,0,0.991726773062954,69.0391454213677,69.6150868329791
13,0.5,6.78610205618892e-05,6.78587180809577e-05,0.991726773062954,6.7297307506617e-05,0.991693124409201,68.0474186483048,68.6150868329791
14,0.5,0.000409165302782324,0.00040908161178155,0.991659475755447,0.000405669656680486,0.991456640927107,67.0557255238956,67.6197093491316
15,0.5,0.000270617684798052,0.000270581072786318,0.991253806098767,0.000268214518257725,0.991119698839638,66.0642688829685,66.6471780249447
16,0.5,0.000484898863881962,0.000484781328924148,0.990985591580509,0.000480411312031083,0.990745385924494,65.0731491841289,65.6650810435544
17,0.5,0.000282306443574,0.000282266600733903,0.990505180268478,0.000279586530243705,0.990365387003356,64.0824037982044,64.6966871802071
18,0.5,0.000817722271855486,0.000817388073639204,0.990225593738234,0.000809398590533933,0.989820894442967,63.092038411201,63.7148128771547
19,0.5,0.0013396968934941,0.00133880010032639,0.9894161951477,0.00132463050132829,0.988753879897036,62.102217516758,62.7665261811157
20,0.5,0.0008579004836219,0.000857532644786558,0.988091564646372,0.000847320772722492,0.987667904260011,61.113463636861,61.8500003678636
21,0.5,0.000751597143855693,0.000751314800826474,0.98724424387365,0.000741731212453014,0.986873378267423,60.125795732601,60.9026551491305
22,0.5,0.001117864878013,0.00111724041610227,0.986502512661197,0.00110216047773153,0.985951432422331,59.1389223543336,59.9480706793133
23,0.5,0.00113464447806354,0.00113400113400113,0.985400352183465,0.00111744511682117,0.984841629625055,58.1529709219112,59.0145627541689
24,0.5,0.000752445447705041,0.000752162467092892,0.984282907066644,0.000740340659696611,0.983912736736796,57.1681292922862,58.0809936674187
25,0.5,0.0012860984449316,0.00128527195180234,0.983542566406947,0.00126411967400654,0.982910506569944,56.1842165555494,57.1243365305481
26,0.5,0.000919793966151582,0.000919371150133309,0.982278446732941,0.000903078465324024,0.981826907500279,55.2013060489794,56.197207861558
27,0.5,0.0011979634621743,0.00119724633349293,0.981375368267617,0.00117494806143868,0.980787894236897,54.2194791414792,55.2484613886231
28,0.5,0.0011750154606679,0.00117432553533796,0.980200420206178,0.00115107438319712,0.97962488301458,53.2386912472423,54.3140873537311
29,0.5,0.0010752688172043,0.00107469102632993,0.979049345822981,0.00105217554629015,0.978523258049836,52.2590663642277,53.3773569097267
30,0.5,0.00131211135837755,0.0013112511046435,0.977997170276691,0.00128239986986353,0.977355970341759,51.2805431061778,52.4342448676715
31,0.5,0.00103823134243313,0.00103769265991146,0.976714770406827,0.00101352974807827,0.976208005532788,50.3031871358361,51.5024331155384
32,0.5,0.000768594064029798,0.000768298809077769,0.975701240658749,0.000749630101213818,0.975326425608142,49.3269791303033,50.5554129427979
33,0.5,0.000932835820895522,0.000932400932400933,0.974951610557535,0.000909045790729637,0.97449708766217,48.3516527046952,49.5939000265303
34,0.5,0.00143847260357003,0.00143743874544271,0.974042564766806,0.0014001265223062,0.973342501505652,47.377155617033,48.6397179453605
35,0.5,0.000768935024990388,0.000768639508070715,0.972642438244499,0.000747611405260953,0.972268632541869,46.4038131155273,47.7090154520509
36,0.5,0.00173197661831565,0.00173047804455981,0.971894826839238,0.00168184265946656,0.971053905509505,45.4315444829855,46.7453300793218
37,0.5,0.000880863245981061,0.000880475456746643,0.970212984179772,0.000854248720387208,0.969785859819578,44.460490577476,45.825495331897
38,0.5,0.00147004777662624,0.00146896805001831,0.969358735459385,0.00142395701139599,0.968646756953687,43.4907047176564,44.8654384870694
39,0.5,0.00151189623609453,0.00151075418431207,0.967934778447989,0.00146231151668148,0.967203622689648,42.5220579607027,43.9307057742916
40,0.5,0.00186762288951143,0.00186588050893764,0.966472466931307,0.001803322138472,0.965570805862071,41.554854338013,42.9964181700446
41,0.5,0.00150037509377344,0.00149925037481259,0.964669144792835,0.0014462805769008,0.963946004504385,40.589283532151,42.0758596366919
42,0.5,0.00184828029580521,0.00184657380281796,0.963222864215934,0.00177866210733642,0.962333533162266,39.6253375276466,41.1382858523626
43,0.5,0.00246148959742735,0.00245846385582397,0.961444202108598,0.0023636758202755,0.96026236419846,38.6630039944843,40.2134662726035
44,0.5,0.00203343877089923,0.00203137343414964,0.959080526288323,0.00194825070231236,0.958106400937166,37.7027416302859,39.3113410155421
45,0.5,0.00263363940422806,0.00263017593673454,0.95713227558601,0.0025174262795183,0.955873562446251,36.7446352293487,38.3903418227659
46,0.5,0.0029615774304419,0.00295719844435683,0.954614849306492,0.00282298554732908,0.953203356532827,35.7887616669024,37.4902628980706
47,0.5,0.00248756218825229,0.00248447204888899,0.951791863759163,0.0023647002818696,0.950609513618228,34.8355583103696,36.5999748860894
48,0.5,0.0036647173497076,0.003658014555005,0.949427163477293,0.00347301838291705,0.947690654285835,33.8849487967514,35.6898876504093
49,0.5,0.00351416648363716,0.00350800263100197,0.945954145094376,0.00331840962979829,0.944294940279477,32.9372581424656,34.8190853787944
50,0.5,0.00278706800376254,0.00278318953451252,0.942635735464578,0.00262353391380252,0.941323968507677,31.9929632021861,33.939900640854
51,0.5,0.00367366742981909,0.00366693188570116,0.940012201550775,0.00344696071481468,0.938288721193368,31.0516392336784,33.0332299755804
52,0.5,0.00409916064805778,0.00409077627349761,0.936565240835961,0.00383127886579433,0.934649601403064,30.113350512485,32.1529661784228
53,0.5,0.0045697367580614,0.00455931931353201,0.932733961970166,0.00425263196719781,0.930607645986568,29.178700911082,31.2829832522119
54,0.5,0.00453600453600454,0.00452574014708656,0.928481330002969,0.00420206523101475,0.926380297387461,28.2480932650954,30.423975531102
55,0.5,0.00506778157924744,0.00505497283015132,0.924279264771954,0.00467220657089446,0.921943161486507,27.3217129677079,29.5600193675761
56,0.5,0.00598140563097328,0.00596357036429443,0.919607058201059,0.00548414139908382,0.916864987501517,26.3997698062214,28.7076633120507
57,0.5,0.00482346131584025,0.0048118564142046,0.914122916801976,0.004398628220585,0.911923602691683,25.4829048187199,27.8768908976387
58,0.5,0.00630648202262532,0.00628665867267452,0.909724288581391,0.00571912608855285,0.906864725537114,24.5709812160282,27.0092615141054
59,0.5,0.00684203533878039,0.00681870841680408,0.904005162492838,0.00616414761032426,0.900923088687676,23.6641164904911,26.1769705221994
60,0.5,0.0050075772543981,0.0049950706533043,0.897841014882513,0.0044847793047726,0.895598625230127,22.7631934018034,25.3532563387986
61,0.5,0.00771604938271605,0.00768639508070715,0.893356235577741,0.0068666889744638,0.889922891090509,21.8675947765733,24.4780233301124
62,0.5,0.00670433145084746,0.00668193250572218,0.886489546603277,0.00592346331743136,0.883527814944561,20.9776718854828,23.6637555015308
63,0.5,0.0064038589496008,0.00638341968994554,0.880566083285846,0.00562102287434509,0.877755571848673,20.0941440705382,22.8195753299476
64,0.5,0.00900178253208556,0.0089614480289211,0.874945060411501,0.00784077468703889,0.871024673067981,19.2163884986896,21.9629658685676
65,0.5,0.00938697318103448,0.0093431213661887,0.867104285724462,0.00810146057866601,0.863053555435129,18.3453638256216,21.1570443459337
66,0.5,0.00942614460223741,0.00938192690242249,0.859002825145796,0.00805910171449226,0.85497327428855,17.4823102701865,20.3518658593693
67,0.5,0.0109814687714482,0.0109215017064846,0.850943723431304,0.00929358332757738,0.846296931767515,16.6273369958979,19.5398785349173
68,0.5,0.0126036484245439,0.012524719841793,0.841650140103726,0.010541432209605,0.836379423998924,15.7810400641304,18.7501187395816
69,0.5,0.0135780364055506,0.0134864764712957,0.831108707894121,0.011208728034103,0.82550434387707,14.9446606401315,17.9815955460249
70,0.5,0.0153548002370304,0.0152378134462721,0.819899979860018,0.0124934829377092,0.813653238391164,14.1191562962544,17.220583782262
71,0.5,0.0173326913818007,0.0171837708830549,0.807406496922309,0.0138742882526029,0.800469352796008,13.3055030578632,16.4793113612306
72,0.5,0.0169794459356568,0.0168365086415447,0.793532208669706,0.0133603118886115,0.7868520527254,12.5050337050672,15.7586970868277
73,0.5,0.0261320566546978,0.0257950182159833,0.780171896781095,0.0201245482890666,0.770109622636561,11.7181816523418,15.0199996958232
74,0.5,0.0197132616465054,0.0195208518167918,0.760047348492028,0.0148367716636584,0.752628962660199,10.9480720297053,14.4044605266064
75,0.5,0.026407573490284,0.0260634374207353,0.74521057682837,0.0194227492344362,0.735499202211151,10.1954430670451,13.6812914148871
76,0.5,0.0304323094453925,0.0299761871438157,0.725787827593933,0.0217563517466592,0.714909651720604,9.45994386483392,13.0340348861935
77,0.5,0.029532163745614,0.0291024348105041,0.704031475847274,0.0204890301303883,0.69378696078208,8.74503421311332,12.42136823867
78,0.5,0.0307351077281369,0.0302699329037764,0.683542445716886,0.0206907839687333,0.673197053732519,8.05124725233124,11.7787085539176
79,0.5,0.0369220151863354,0.0362527528408669,0.662851661748153,0.0240301974635137,0.650836563016396,7.37805019859872,11.1307712183152
80,0.5,0.0408698912598425,0.0400514422157635,0.638821464284639,0.0255857209629856,0.626028603803146,6.72721363558232,10.5306631221535
81,0.5,0.03886925795053,0.0381282495667244,0.613235743321653,0.0233816054646038,0.601544940589351,6.10118503177917,9.94916734424431
82,0.5,0.057618437900128,0.0560049782202863,0.589854137857049,0.0330347681438298,0.573336753785134,5.49964009118982,9.3237289326648
83,0.5,0.0633333333285714,0.061389337636883,0.55681936971322,0.0341827722900812,0.539727983568179,4.92630333740469,8.84721977244056
84,0.5,0.0715396578538103,0.0690690690690691,0.522636597423139,0.036098023245442,0.504587585800418,4.38657535383651,8.39316529968344
85,0.5,0.0676027041029641,0.0653923541198828,0.486538574177696,0.0318159027356108,0.470630622809891,3.88198776803609,7.97878724127286
86,0.5,0.0792498487658802,0.0762292697175554,0.454722671442086,0.0346631771680461,0.437391082858063,3.4113571452262,7.50206083722984
87,0.5,0.0958801498202247,0.091493924238415,0.42005949427404,0.0384328915447359,0.400843048501672,2.97396606236814,7.07986869219048
88,0.5,0.106306306297297,0.10094097518435,0.381626602729304,0.0385217614357863,0.362365722011411,2.57312301386647,6.74251479185176
89,0.5,0.0978835978835979,0.0933165195460278,0.343104841293517,0.0320173496289033,0.327096166479066,2.21075729185506,6.44338705195888
90,6.05508474576271,0.165150454863541,1,0.311087491664614,0.311087491664614,1.88366112537599,1.88366112537599,6.05508474576271
